timestamp,value
1747762093,Good
1747762098,Good
1747762103,Good
1747762108,Good
1747762113,Good
1747762118,Good
1747762123,Good
1747762128,Good
1747762133,Good
1747762143,Good
1747762213,Good
1747762218,Good
1747762223,Good
1747762228,Good
1747762293,Good
1747762303,Good
1747762318,Good
1747762323,Good
1747762353,Good
1747762358,Good
1747762368,Good
1747762373,Good
1747762398,Good
1747762408,Good
1747762413,Good
1747762428,Good
1747762438,Good
1747762448,Good
1747762463,Good
1747762468,Good
1747762528,Good
1747762533,Good
1747762568,Good
1747762573,Good
1747762578,Good
1747762583,Good
1747762603,Good
1747762613,Good
1747762618,Good
1747762623,Good
1747762638,Good
1747762643,Good
1747762668,Good
1747762673,Good
1747762698,Good
1747762703,Good
1747762718,Good
1747762723,Good
1747762728,Good
1747762738,Good
1747762743,Good
1747762748,Good
1747762758,Good
1747762763,Good
1747762783,Good
1747762788,Good
1747762848,Good
1747762853,Good
1747762873,Good
1747762883,Good
1747762923,Good
1747762928,Good
1747762983,Good
1747762988,Good
1747763003,Good
1747763008,Good
1747763018,Good
1747763023,Good
1747763133,Good
1747763138,Good
1747763168,Good
1747763173,Good
1747763188,Good
1747763193,Good
1747763238,Good
1747763243,Good
1747763263,Good
1747763268,Good
1747763288,Good
1747763298,Good
1747763338,Good
1747763343,Good
1747763348,Good
1747763368,Good
1747763378,Good
1747763398,Good
1747763413,Good
1747763423,Good
1747763428,Good
1747763443,Good
1747763448,Good
1747763453,Good
1747763458,Good
1747763463,Good
1747763488,Bad
1747763498,Good
1747763503,Good
1747763518,Bad
1747763523,Good
1747763528,Good
1747763548,Good
1747763553,Good
1747763558,Good
1747763568,Good
1747763573,Good
1747763578,Good
1747763583,Good
1747763593,Good
1747763598,Good
1747763608,Good
1747763613,Good
1747763618,Good
1747763623,Good
1747763638,Good
1747763648,Good
1747763663,Good
1747763668,Good
1747763673,Good
1747763678,Good
1747763683,Good
1747763693,Good
1747763703,Good
1747763708,Good
1747763713,Good
1747763718,Good
1747763733,Good
1747763743,Good
1747763748,Good
1747763758,Good
1747763763,Good
1747763773,Good
1747763778,Good
1747763783,Good
1747763793,Good
1747763798,Good
1747763808,Good
1747763813,Good
1747763833,Good
1747763843,Good
1747763848,Good
1747763853,Good
1747763858,Good
1747763868,Good
1747763893,Good
1747763898,Good
1747763913,Good
1747763918,Good
1747763928,Bad
1747763933,Good
1747763938,Good
1747763943,Bad
1747763948,Good
1747763953,Good
1747763968,Good
1747763978,Good
1747763993,Good
1747764008,Bad
1747764013,Good
1747764023,Good
1747764033,Good
1747764038,Good
1747764043,Good
1747764058,Good
1747764063,Good
1747764068,Good
1747764098,Good
1747764103,Good
1747764108,Good
1747764113,Good
1747764118,Good
1747764128,Bad
1747764133,Good
1747764153,Good
1747764158,Good
1747764163,Good
1747764173,Good
1747764178,Good
1747764183,Good
1747764188,Good
1747764193,Good
1747764203,Good
1747764228,Good
1747764238,Good
1747764248,Good
1747764258,Good
1747764263,Good
1747764278,Good
1747764283,Good
1747764288,Good
1747764293,Good
1747764303,Good
1747764308,Good
1747764313,Good
1747764318,Good
1747764323,Good
1747764328,Good
1747764333,Good
1747764343,Good
1747764363,Good
1747764368,Good
1747764373,Good
1747764378,Good
1747764393,Good
1747764398,Good
1747764403,Good
1747764418,Good
1747764423,Good
1747764438,Good
1747764448,Good
1747764453,Good
1747764463,Good
1747764468,Good
1747764478,Good
1747764493,Good
1747764498,Good
1747764503,Good
1747764513,Good
1747764523,Good
1747764528,Good
1747764533,Good
1747764543,Good
1747764553,Good
1747764563,Good
1747764568,Good
1747764573,Good
1747764583,Good
1747764588,Good
1747764603,Good
1747764608,Good
1747764613,Bad
1747764618,Good
1747764623,Good
1747764628,Good
1747764633,Good
1747764643,Good
1747764648,Good
1747764653,Good
1747764658,Good
1747764668,Good
1747764673,Good
1747764678,Good
1747764683,Good
1747764688,Good
1747764693,Good
1747764698,Good
1747764703,Good
1747764708,Good
1747764713,Good
1747764728,Good
1747764733,Good
1747764743,Good
1747764748,Good
1747764763,Good
1747764768,Good
1747764788,Good
1747764793,Good
1747764798,Good
1747764828,Good
1747764833,Good
1747764838,Good
1747764843,Good
1747764848,Good
1747764858,Good
1747764873,Good
1747764883,Good
1747764898,Good
1747764908,Good
1747764933,Good
1747764938,Good
1747764943,Good
1747764948,Good
1747764953,Good
1747764958,Good
1747764968,Good
1747764978,Good
1747764983,Good
1747764993,Good
1747765003,Good
1747765008,Good
1747765013,Good
1747765018,Good
1747765023,Good
1747765028,Good
1747765063,Good
1747765068,Good
1747765073,Good
1747765078,Good
1747765083,Good
1747765113,Good
1747765118,Good
1747765158,Good
1747765163,Good
1747765168,Good
1747765173,Good
1747765178,Good
1747765188,Good
1747765233,Good
1747765243,Good
1747765258,Good
1747765268,Good
1747765273,Good
1747765278,Good
1747765283,Good
1747765293,Good
1747765303,Good
1747765308,Good
1747765318,Good
1747765363,Good
1747765368,Good
1747765378,Good
1747765383,Good
1747765398,Good
1747765403,Good
1747765493,Good
1747765498,Good
1747765503,Good
1747765513,Good
1747765518,Good
1747765543,Good
1747765548,Good
1747765698,Good
1747765703,Good
1747765743,Good
1747765748,Good
1747765858,Good
1747765863,Good
1747765873,Good
1747765878,Good
1747765973,Good
1747765978,Good
1747766033,Bad
1747766048,Good
1747766053,Bad
1747766058,Good
1747766063,Good
1747766068,Good
1747766078,Good
1747766083,Good
1747766088,Good
1747766103,Good
1747766123,Good
1747766128,Good
1747766133,Good
1747766148,Good
1747766153,Good
1747766188,Good
1747766193,Good
1747766253,Good
1747766258,Good
1747766268,Good
1747766273,Good
1747766278,Good
1747766283,Good
1747766293,Good
1747766298,Good
1747766308,Good
1747766333,Good
1747766338,Good
1747766343,Good
1747766348,Good
1747766363,Good
1747766368,Good
1747766428,Good
1747766438,Good
1747766448,Good
1747766453,Good
1747766488,Good
1747766493,Good
1747766508,Good
1747766513,Good
1747766523,Good
1747766533,Good
1747766558,Good
1747766563,Good
1747766588,Good
1747766593,Good
1747766603,Good
1747766608,Good
1747766613,Good
1747766618,Good
1747766623,Good
1747766628,Good
1747766633,Good
1747766643,Good
1747766648,Good
1747766663,Good
1747766673,Good
1747766678,Good
1747766683,Good
1747766703,Good
1747766713,Good
1747766718,Good
1747766728,Good
1747766738,Good
1747766748,Good
1747766763,Good
1747766768,Good
1747766783,Good
1747766798,Good
1747766803,Good
1747766868,Good
1747766873,Good
1747766888,Good
1747766893,Good
1747766898,Good
1747766903,Good
1747766918,Good
1747766923,Good
1747766983,Good
1747766988,Good
1747767003,Good
1747767008,Good
1747767018,Good
1747767023,Bad
1747767033,Good
1747767038,Good
1747767043,Good
1747767048,Good
1747767063,Bad
1747767108,Good
1747767503,Bad
1747767508,Good
1747767543,Bad
1747767558,Good
1747767573,Bad
1747767593,Good
1747767608,Bad
1747767613,Good
1747767648,Bad
1747767663,Good
1747767668,Bad
1747767683,Good
1747767703,Bad
1747767708,Good
1747767713,Bad
1747767718,Good
1747767723,Bad
1747767728,Good
1747767758,Bad
1747767768,Good
1747767778,Bad
1747767783,Good
1747767838,Bad
1747767843,Good
1747767853,Bad
1747767858,Good
1747767893,Bad
1747767898,Good
1747767928,Bad
1747767933,Good
1747767953,Bad
1747767963,Good
1747768028,Bad
1747768033,Good
1747768078,Bad
1747768083,Good
1747768148,Bad
1747768153,Good
1747768358,Bad
1747768363,Good
1747768393,Bad
1747768398,Good
1747768578,Bad
1747768583,Good
1747768678,Bad
1747768683,Good
1747768688,Good
1747768713,Good
1747768718,Good
1747768768,Good
1747768773,Good
1747768858,Bad
1747768893,Good
1747768898,Good
1747768903,Good
1747768908,Good
1747768913,Good
1747768928,Good
1747768938,Good
1747768943,Good
1747768963,Good
1747768968,Good
1747769108,Good
1747769113,Good
1747769133,Good
1747769138,Good
1747769198,Good
1747769203,Good
1747769238,Good
1747769243,Good
1747769268,Bad
1747769283,Good
1747769288,Bad
1747769293,Good
1747769308,Good
1747769313,Good
1747769363,Bad
1747769368,Good
1747769428,Good
1747769438,Good
1747769443,Good
1747769448,Good
1747769453,Good
1747769458,Good
1747769478,Good
1747769483,Good
1747769488,Good
1747769493,Good
1747769513,Good
1747769518,Good
1747769563,Good
1747769568,Good
1747769573,Good
1747769593,Good
1747769598,Good
1747769603,Good
1747769613,Good
1747769623,Good
1747770013,Bad
1747770018,Good
1747770063,Good
1747770068,Bad
1747770083,Good
1747770098,Bad
1747770103,Good
1747770113,Good
1747770118,Good
1747770153,Good
1747770158,Good
1747770278,Bad
1747770283,Good
1747770288,Good
1747770293,Good
1747770303,Good
1747770313,Bad
1747770323,Good
1747770328,Good
1747770353,Bad
1747770358,Good
1747770373,Bad
1747770388,Good
1747770393,Good
1747770403,Bad
1747770408,Good
1747770413,Good
1747770418,Good
1747770453,Good
1747770463,Good
1747770533,Bad
1747770538,Good
1747770543,Good
1747770578,Good
1747770583,Good
1747770593,Good
1747770603,Good
1747770633,Bad
1747770638,Good
1747770643,Good
1747770713,Good
1747770718,Good
1747771053,Bad
1747771108,Good
1747771113,Good
1747771128,Good
1747771133,Good
1747771138,Good
1747771158,Good
1747771163,Good
1747771188,Good
1747771193,Good
1747771203,Good
1747771208,Good
1747771213,Good
1747771218,Good
1747771223,Good
1747771228,Good
1747771233,Good
1747771243,Good
1747771253,Good
1747771263,Good
1747771268,Good
1747771278,Good
1747771283,Good
1747771303,Good
1747771308,Good
1747771323,Good
1747771328,Good
1747771333,Good
1747771338,Good
1747771363,Good
1747771368,Good
1747771378,Good
1747771383,Good
1747771398,Good
1747771403,Good
1747771428,Good
1747771433,Good
1747771523,Good
1747771528,Good
1747771703,Bad
1747771708,Good
1747771713,Good
1747771718,Good
1747771723,Good
1747771743,Bad
1747771753,Good
1747771908,Good
1747771913,Good
1747771958,Good
1747771963,Good
1747772043,Good
1747772048,Good
1747772063,Good
1747772068,Good
1747772093,Good
1747772098,Good
1747772178,Good
1747772183,Good
1747772373,Good
1747772378,Good
1747772468,Good
1747772473,Good
1747772743,Good
1747772748,Good
1747772828,Good
1747772833,Good
1747774033,Good
1747774038,Good
1747774063,Good
1747774068,Good
1747774148,Good
1747774153,Good
1747774193,Good
1747774198,Good
1747774208,Good
1747774218,Good
1747774228,Good
1747774233,Bad
1747774243,Good
1747774303,Good
1747774308,Good
1747774313,Good
1747774323,Good
1747774328,Good
1747774338,Good
1747774343,Good
1747774348,Good
1747774358,Good
1747774363,Good
1747774368,Good
1747774383,Good
1747774393,Good
1747774398,Good
1747774408,Good
1747774428,Good
1747774438,Bad
1747774443,Good
1747774463,Good
1747774478,Good
1747774483,Good
1747774488,Good
1747774493,Good
1747774503,Good
1747774508,Good
1747774513,Good
1747774518,Good
1747774523,Good
1747774533,Good
1747774538,Good
1747774543,Good
1747774548,Good
1747774553,Good
1747774558,Good
1747774563,Good
1747774583,Bad
1747774588,Good
1747774593,Good
1747774628,Bad
1747774633,Good
1747774658,Good
1747774663,Good
1747774678,Bad
1747774683,Good
1747774708,Good
1747774713,Good
1747774718,Good
1747774723,Bad
1747774728,Good
1747774733,Good
1747774743,Good
1747774748,Good
1747774763,Good
1747774768,Good
1747774778,Good
1747774793,Good
1747774798,Good
1747774803,Good
1747774818,Good
1747774828,Good
1747774833,Good
1747774858,Good
1747774863,Good
1747774908,Good
1747774918,Good
1747774928,Good
1747774938,Good
1747774948,Good
1747774953,Good
1747774973,Good
1747774978,Good
1747775013,Good
1747775023,Good
1747775028,Good
1747775043,Good
1747775048,Good
1747775063,Good
1747775073,Good
1747775083,Good
1747775088,Good
1747775093,Good
1747775113,Good
1747775118,Good
1747775123,Good
1747775128,Good
1747775133,Good
1747775138,Bad
1747775143,Good
1747775148,Good
1747775153,Bad
1747775158,Good
1747775168,Good
1747775173,Good
1747775183,Good
1747775188,Good
1747775193,Good
1747775223,Good
1747775228,Good
1747775243,Good
1747775253,Good
1747775258,Bad
1747775268,Good
1747775278,Bad
1747775283,Good
1747775288,Bad
1747775303,Good
1747775318,Bad
1747775323,Good
1747775328,Good
1747775333,Good
1747775368,Good
1747775373,Good
1747775428,Good
1747775433,Good
1747775443,Good
1747775448,Good
1747775453,Good
1747775473,Good
1747775488,Good
1747775493,Good
1747775498,Good
1747775503,Good
1747775508,Good
1747775528,Good
1747775533,Good
1747775538,Good
1747775548,Good
1747775558,Good
1747775563,Good
1747775588,Good
1747775598,Good
1747775603,Good
1747775613,Good
1747775618,Good
1747775628,Good
1747775643,Good
1747775653,Good
1747775658,Good
1747775663,Good
1747775703,Good
1747775713,Good
1747775738,Good
1747775748,Good
1747775753,Good
1747775758,Good
1747775763,Good
1747775773,Good
1747775778,Good
1747775783,Good
1747775788,Good
1747775793,Good
1747775808,Good
1747775813,Good
1747775828,Good
1747775838,Good
1747775853,Good
1747775858,Good
1747775863,Good
1747775873,Good
1747775878,Good
1747775883,Good
1747775893,Good
1747775898,Good
1747775948,Bad
1747775953,Good
1747775963,Bad
1747775978,Good
1747775983,Good
1747776003,Bad
1747776013,Good
1747776018,Good
1747776023,Good
1747776028,Good
1747776033,Good
1747776038,Good
1747776048,Good
1747776058,Good
1747776068,Bad
1747776073,Good
1747776078,Bad
1747776083,Good
1747776093,Good
1747776103,Good
1747776108,Good
1747776133,Good
1747776138,Good
1747776143,Good
1747776163,Good
1747776168,Good
1747776183,Good
1747776188,Good
1747776193,Good
1747776198,Good
1747776208,Bad
1747776218,Good
1747776223,Bad
1747776228,Good
1747776233,Good
1747776238,Good
1747776248,Good
1747776253,Good
1747776258,Good
1747776263,Good
1747776273,Good
1747776283,Good
1747776348,Good
1747776353,Good
1747776363,Good
1747776368,Good
1747776418,Good
1747776423,Good
1747776428,Good
1747776433,Good
1747776443,Good
1747776463,Good
1747776468,Good
1747776483,Good
1747776488,Good
1747776493,Good
1747776498,Good
1747776518,Good
1747776523,Good
1747776528,Good
1747776543,Good
1747776558,Bad
1747776563,Good
1747776568,Bad
1747776573,Good
1747776578,Bad
1747776583,Good
1747776623,Good
1747776628,Good
1747776633,Good
1747776663,Good
1747776668,Good
1747776688,Good
1747776693,Good
1747776698,Good
1747776703,Good
1747776723,Good
1747776728,Good
1747776773,Good
1747776778,Good
1747776783,Good
1747776788,Good
1747776813,Good
1747776828,Good
1747776898,Good
1747776903,Good
1747776973,Good
1747776978,Good
1747777023,Good
1747777028,Bad
1747777033,Good
1747777133,Good
1747777138,Good
1747777148,Good
1747777163,Good
1747777168,Good
1747777203,Good
1747777208,Good
1747777323,Good
1747777328,Good
1747777338,Good
1747777343,Good
1747777368,Good
1747777373,Good
1747777403,Good
1747777418,Good
1747777528,Good
1747777533,Good
1747777603,Good
1747777608,Good
1747777613,Good
1747777618,Good
1747777648,Good
1747777653,Good
1747777658,Good
1747777673,Good
1747777678,Good
1747777683,Good
1747777688,Good
1747777693,Good
1747777788,Good
1747777808,Good
1747777843,Good
1747777853,Good
1747777858,Good
1747777863,Good
1747777893,Good
1747777898,Bad
1747777903,Good
1747777908,Good
1747777918,Good
1747777933,Good
1747777943,Good
1747777948,Good
1747777953,Good
1747778073,Good
1747778078,Good
1747778193,Bad
1747778208,Good
1747778223,Bad
1747778228,Good
1747778233,Good
1747778238,Good
1747778253,Good
1747778303,Good
1747778338,Good
1747778348,Good
1747778363,Good
1747778383,Good
1747778393,Good
1747778398,Good
1747778403,Good
1747778408,Good
1747778423,Good
1747778428,Good
1747778453,Good
1747778458,Good
1747778468,Good
1747778473,Good
1747778583,Good
1747778588,Good
1747778618,Good
1747778623,Bad
1747778628,Good
1747778633,Good
1747778638,Good
1747778643,Good
1747778653,Bad
