timestamp,value
1747767424,Light
1747767454,Light
1747767484,Light
1747767514,Light
1747767544,Light
1747767574,Light
1747767604,Light
1747767634,Light
1747767664,Light
1747767694,Light
1747767724,Light
1747767754,Light
1747767784,Light
1747767814,Deep
1747767844,Deep
1747767874,Deep
1747767904,Deep
1747767934,Deep
1747767964,Deep
1747767994,Deep
1747768024,Deep
1747768054,Deep
1747768084,Deep
1747768114,Deep
1747768144,Deep
1747768174,Deep
1747768204,Deep
1747768234,Deep
1747768264,Deep
1747768294,Deep
1747768324,Deep
1747768354,Deep
1747768384,Deep
1747768414,Deep
1747768444,Deep
1747768474,Deep
1747768504,Deep
1747768534,Deep
1747768564,Deep
1747768594,Deep
1747768624,Deep
1747768654,Deep
1747768684,Deep
1747768714,Deep
1747768744,Deep
1747768774,Deep
1747768804,Deep
1747768834,Deep
1747768864,Deep
1747768894,Deep
1747768924,Deep
1747768954,Light
1747768984,Light
1747769014,Light
1747769044,Light
1747769074,Light
1747769104,Light
1747769134,Light
1747769164,Light
1747769194,Light
1747769224,Light
1747769254,Light
1747769284,Light
1747769314,Light
1747769344,Light
1747769374,Light
1747769404,Light
1747769434,REM
1747769464,REM
1747769494,REM
1747769524,REM
1747769554,REM
1747769584,REM
1747769614,REM
1747769644,REM
1747769674,REM
1747769704,REM
1747769734,REM
1747769764,REM
1747769794,REM
1747769824,REM
1747769854,REM
1747769884,REM
1747769914,REM
1747769944,REM
1747769974,REM
1747770004,REM
1747770034,REM
1747770064,REM
1747770094,REM
1747770124,REM
1747770154,REM
1747770184,REM
1747770214,REM
1747770244,REM
1747770274,REM
1747770304,REM
1747770334,REM
1747770364,REM
1747770394,REM
1747770424,REM
1747770454,REM
1747770484,REM
1747770514,REM
1747770544,REM
1747770574,REM
1747770604,REM
1747770634,REM
1747770664,REM
1747770694,Light
1747770724,Light
1747770754,Light
1747770784,Light
1747770814,Light
1747770844,Light
1747770874,Light
1747770904,Light
1747770934,Light
1747770964,Light
1747770994,Light
1747771024,Light
1747771054,Light
1747771084,Light
1747771114,Light
1747771144,Light
1747771174,Light
1747771204,Light
1747771234,Light
1747771264,Light
1747771294,Light
1747771324,Light
1747771354,Light
1747771384,Light
1747771414,Light
1747771444,Light
1747771474,Light
1747771504,Light
1747771534,Deep
1747771564,Deep
1747771594,Deep
1747771624,Deep
1747771654,Deep
1747771684,Deep
1747771714,Deep
1747771744,Deep
1747771774,Deep
1747771804,Deep
1747771834,Deep
1747771864,Deep
1747771894,Deep
1747771924,Deep
1747771954,Light
1747771984,Light
1747772014,Light
1747772044,Light
1747772074,Light
1747772104,Light
1747772134,Light
1747772164,Light
1747772194,Light
1747772224,Light
1747772254,Light
1747772284,Light
1747772314,Light
1747772344,Light
1747772374,Light
1747772404,Light
1747772434,Light
1747772464,Light
1747772494,Light
1747772524,Light
1747772554,Light
1747772584,Light
1747772614,Light
1747772644,Deep
1747772674,Deep
1747772704,Deep
1747772734,Deep
1747772764,Deep
1747772794,Deep
1747772824,Deep
1747772854,Deep
1747772884,Deep
1747772914,Deep
1747772944,Deep
1747772974,Deep
1747773004,Deep
1747773034,Deep
1747773064,Deep
1747773094,Deep
1747773124,Deep
1747773154,Deep
1747773184,Deep
1747773214,Deep
1747773244,Deep
1747773274,Deep
1747773304,Deep
1747773334,Deep
1747773364,Deep
1747773394,Deep
1747773424,Deep
1747773454,Deep
1747773484,Deep
1747773514,Deep
1747773544,Deep
1747773574,Deep
1747773604,Deep
1747773634,Deep
1747773664,Deep
1747773694,Deep
1747773724,Deep
1747773754,Deep
1747773784,Deep
1747773814,Deep
1747773844,Deep
1747773874,Deep
1747773904,Deep
1747773934,Deep
1747773964,Deep
1747773994,Deep
1747774024,Deep
1747774054,Deep
1747774084,Deep
1747774114,Deep
1747774144,Deep
1747774174,Light
1747774204,Light
1747774234,Light
1747774264,Light
1747774294,Light
1747774324,Light
1747774354,Light
1747774384,Light
1747774414,Light
1747774444,Light
1747774474,Light
1747774504,REM
1747774534,REM
1747774564,REM
1747774594,REM
1747774624,REM
1747774654,REM
1747774684,REM
1747774714,REM
1747774744,REM
1747774774,REM
1747774804,REM
1747774834,REM
1747774864,REM
1747774894,REM
1747774924,REM
1747774954,REM
1747774984,REM
1747775014,REM
1747775044,REM
1747775074,REM
1747775104,REM
1747775134,Light
1747775164,Light
1747775194,Light
1747775224,Light
1747775254,Light
1747775284,Light
1747775314,Light
1747775344,Light
1747775374,Light
1747775404,Light
1747775434,Light
1747775464,Light
1747775494,Light
1747775524,Light
1747775554,Light
1747775584,Light
1747775614,Light
1747775644,Light
1747775674,Light
1747775704,Light
1747775734,Light
1747775764,Light
1747775794,Light
1747775824,Light
1747775854,Light
1747775884,Light
1747775914,Light
1747775944,Light
1747775974,Light
1747776004,Light
1747776034,Light
1747776064,Light
1747776094,Light
1747776124,Light
1747776154,Light
1747776184,Light
1747776214,Light
1747776244,Light
1747776274,Light
1747776304,Light
1747776334,Light
1747776364,Light
1747776394,Light
1747776424,Light
1747776454,Light
1747776484,Light
1747776514,Light
1747776544,Wake
1747776574,Wake
1747776604,REM
1747776634,Light
1747776664,Deep
1747776694,Deep
1747776724,Deep
1747776754,Deep
1747776784,Deep
1747776814,Deep
1747776844,Deep
1747776874,Deep
1747776904,Deep
1747776934,Deep
1747776964,Deep
1747776994,Deep
1747777024,Deep
1747777054,Deep
1747777084,Deep
1747777114,Deep
1747777144,Deep
1747777174,Deep
1747777204,Deep
1747777234,Deep
1747777264,Deep
1747777294,Deep
1747777324,Deep
1747777354,Deep
1747777384,Deep
1747777414,Deep
1747777444,Deep
1747777474,Deep
1747777504,Deep
1747777534,Deep
1747777564,Deep
1747777594,Deep
1747777624,Light
1747777654,REM
1747777684,REM
1747777714,REM
1747777744,REM
1747777774,REM
1747777804,REM
1747777834,REM
1747777864,REM
1747777894,REM
1747777924,REM
1747777954,REM
1747777984,REM
1747778014,REM
1747778044,REM
1747778074,REM
1747778104,REM
1747778134,REM
1747778164,REM
1747778194,REM
1747778224,REM
1747778254,REM
1747778284,REM
1747778314,REM
1747778344,REM
1747778374,REM
1747778404,REM
1747778434,REM
1747778464,REM
1747778494,REM
1747778524,REM
1747778554,REM
1747778584,REM
1747778614,REM
1747778644,REM
